controller,unified,endpoint,route,verb,requestLegacy,requestUnified,responseLegacy,responseUnified,authorization,metadata,legacyService,unifiedService,statusCodes,classification,compatibility,note
ProjectStatesController,UnifiedProjectStatesController,GetById,api/projectstates/{id:int},GET,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,"roles=,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template={id:int},Order=0,Name=",ICatalogCrudService<TEntity>.GetByIdAsync,IUnifiedCatalogCrudService<TEntity>.GetByIdAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectStatesController,UnifiedProjectStatesController,Create,api/projectstates,POST,AddCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,AddCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,"roles=,policy=,schemes=;","HttpPostAttribute:HttpMethods=POST,Template=,Order=0,Name=",ICatalogCrudService<TEntity>.CreateAsync,IUnifiedCatalogCrudService<TEntity>.CreateAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectStatesController,UnifiedProjectStatesController,Update,api/projectstates/{id:int},PUT,Int32 id default= ;UpdateCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Int32 id default= ;UpdateCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,"roles=,policy=,schemes=;","HttpPutAttribute:HttpMethods=PUT,Template={id:int},Order=0,Name=",ICatalogCrudService<TEntity>.UpdateAsync,IUnifiedCatalogCrudService<TEntity>.UpdateAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectStatesController,UnifiedProjectStatesController,Delete,api/projectstates/{id:int},DELETE,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<NoContent>>>,Task<ActionResult<ServiceResult<NoContent>>>,"roles=,policy=,schemes=;","HttpDeleteAttribute:HttpMethods=DELETE,Template={id:int},Order=0,Name=",ICatalogCrudService<TEntity>.DeleteAsync,IUnifiedCatalogCrudService<TEntity>.DeleteAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectTypesController,UnifiedProjectTypesController,List,api/projecttypes,GET,CancellationToken ct default= ,CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<CatalogListItemDTO>>>>,Task<ActionResult<ServiceResult<IReadOnlyList<CatalogListItemDTO>>>>,"roles=,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=,Order=0,Name=",ICatalogCrudService<TEntity>.ListAsync,IUnifiedCatalogCrudService<TEntity>.ListAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectTypesController,UnifiedProjectTypesController,GetById,api/projecttypes/{id:int},GET,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,"roles=,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template={id:int},Order=0,Name=",ICatalogCrudService<TEntity>.GetByIdAsync,IUnifiedCatalogCrudService<TEntity>.GetByIdAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectTypesController,UnifiedProjectTypesController,Create,api/projecttypes,POST,AddCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,AddCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,"roles=,policy=,schemes=;","HttpPostAttribute:HttpMethods=POST,Template=,Order=0,Name=",ICatalogCrudService<TEntity>.CreateAsync,IUnifiedCatalogCrudService<TEntity>.CreateAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectTypesController,UnifiedProjectTypesController,Update,api/projecttypes/{id:int},PUT,Int32 id default= ;UpdateCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Int32 id default= ;UpdateCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,"roles=,policy=,schemes=;","HttpPutAttribute:HttpMethods=PUT,Template={id:int},Order=0,Name=",ICatalogCrudService<TEntity>.UpdateAsync,IUnifiedCatalogCrudService<TEntity>.UpdateAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectTypesController,UnifiedProjectTypesController,Delete,api/projecttypes/{id:int},DELETE,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<NoContent>>>,Task<ActionResult<ServiceResult<NoContent>>>,"roles=,policy=,schemes=;","HttpDeleteAttribute:HttpMethods=DELETE,Template={id:int},Order=0,Name=",ICatalogCrudService<TEntity>.DeleteAsync,IUnifiedCatalogCrudService<TEntity>.DeleteAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ResearchCategoriesController,UnifiedResearchCategoriesController,GetAll,api/researchcategories,GET,Boolean onlyActives default=True [Microsoft.AspNetCore.Mvc.FromQueryAttribute()];CancellationToken ct default= ,Boolean onlyActives default=True [Microsoft.AspNetCore.Mvc.FromQueryAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<ResearchCategoryListItemDTO>>>>,Task<ActionResult<ServiceResult<IReadOnlyList<ResearchCategoryListItemDTO>>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=,Order=0,Name=",IResearchCategoryService.ListAsync,IUnifiedResearchCategoryService.ListAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ResearchCategoriesController,UnifiedResearchCategoriesController,GetTree,api/researchcategories/tree,GET,Boolean onlyActives default=True [Microsoft.AspNetCore.Mvc.FromQueryAttribute()];CancellationToken ct default= ,Boolean onlyActives default=True [Microsoft.AspNetCore.Mvc.FromQueryAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<List<ResearchCategoryTreeItemDTO>>>>,Task<ActionResult<ServiceResult<List<ResearchCategoryTreeItemDTO>>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=tree,Order=0,Name=",IResearchCategoryService.GetTreeAsync,IUnifiedResearchCategoryService.GetTreeAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ResearchCategoriesController,UnifiedResearchCategoriesController,GetById,api/researchcategories/{id:int},GET,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<ResearchCategoryDetailDTO>>>,Task<ActionResult<ServiceResult<ResearchCategoryDetailDTO>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template={id:int},Order=0,Name=",IResearchCategoryService.GetByIdAsync,IUnifiedResearchCategoryService.GetByIdAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ResearchCategoriesController,UnifiedResearchCategoriesController,Create,api/researchcategories,POST,AddResearchCategoryRequestDTO body default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,AddResearchCategoryRequestDTO body default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<ResearchCategoryDetailDTO>>>,Task<ActionResult<ServiceResult<ResearchCategoryDetailDTO>>>,"roles=superadmin,policy=,schemes=;","HttpPostAttribute:HttpMethods=POST,Template=,Order=0,Name=",IResearchCategoryService.CreateAsync,IUnifiedResearchCategoryService.CreateAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ResearchCategoriesController,UnifiedResearchCategoriesController,Update,api/researchcategories/{id:int},PUT,Int32 id default= ;UpdateResearchCategoryRequestDTO body default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Int32 id default= ;UpdateResearchCategoryRequestDTO body default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<ResearchCategoryDetailDTO>>>,Task<ActionResult<ServiceResult<ResearchCategoryDetailDTO>>>,"roles=superadmin,policy=,schemes=;","HttpPutAttribute:HttpMethods=PUT,Template={id:int},Order=0,Name=",IResearchCategoryService.UpdateAsync,IUnifiedResearchCategoryService.UpdateAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ResearchCategoriesController,UnifiedResearchCategoriesController,Delete,api/researchcategories/{id:int},DELETE,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<NoContent>>>,Task<ActionResult<ServiceResult<NoContent>>>,"roles=superadmin,policy=,schemes=;","HttpDeleteAttribute:HttpMethods=DELETE,Template={id:int},Order=0,Name=",IResearchCategoryService.DeleteAsync,IUnifiedResearchCategoryService.DeleteAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ResearchCategoryGroupsController,UnifiedResearchCategoryGroupsController,List,api/researchcategorygroups,GET,CancellationToken ct default= ,CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<CatalogListItemDTO>>>>,Task<ActionResult<ServiceResult<IReadOnlyList<CatalogListItemDTO>>>>,"roles=,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=,Order=0,Name=",ICatalogCrudService<TEntity>.ListAsync,IUnifiedCatalogCrudService<TEntity>.ListAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ResearchCategoryGroupsController,UnifiedResearchCategoryGroupsController,GetById,api/researchcategorygroups/{id:int},GET,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,"roles=,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template={id:int},Order=0,Name=",ICatalogCrudService<TEntity>.GetByIdAsync,IUnifiedCatalogCrudService<TEntity>.GetByIdAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ResearchCategoryGroupsController,UnifiedResearchCategoryGroupsController,Create,api/researchcategorygroups,POST,AddCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,AddCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,"roles=,policy=,schemes=;","HttpPostAttribute:HttpMethods=POST,Template=,Order=0,Name=",ICatalogCrudService<TEntity>.CreateAsync,IUnifiedCatalogCrudService<TEntity>.CreateAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ResearchCategoryGroupsController,UnifiedResearchCategoryGroupsController,Update,api/researchcategorygroups/{id:int},PUT,Int32 id default= ;UpdateCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Int32 id default= ;UpdateCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,"roles=,policy=,schemes=;","HttpPutAttribute:HttpMethods=PUT,Template={id:int},Order=0,Name=",ICatalogCrudService<TEntity>.UpdateAsync,IUnifiedCatalogCrudService<TEntity>.UpdateAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ResearchCategoryGroupsController,UnifiedResearchCategoryGroupsController,Delete,api/researchcategorygroups/{id:int},DELETE,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<NoContent>>>,Task<ActionResult<ServiceResult<NoContent>>>,"roles=,policy=,schemes=;","HttpDeleteAttribute:HttpMethods=DELETE,Template={id:int},Order=0,Name=",ICatalogCrudService<TEntity>.DeleteAsync,IUnifiedCatalogCrudService<TEntity>.DeleteAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ResearchCategoryTypeController,UnifiedResearchCategoryTypeController,ListAsync,api/catalog/research-category-types,GET,Boolean onlyActives default=True [Microsoft.AspNetCore.Mvc.FromQueryAttribute()],Boolean onlyActives default=True [Microsoft.AspNetCore.Mvc.FromQueryAttribute()],Task<ActionResult<ServiceResult<IReadOnlyList<ResearchCategoryTypeListItemDTO>>>>,Task<ActionResult<ServiceResult<IReadOnlyList<ResearchCategoryTypeListItemDTO>>>>,;,"HttpGetAttribute:HttpMethods=GET,Template=,Order=0,Name=",IResearchCategoryTypeService.ListAsync,IUnifiedResearchCategoryTypeService.ListAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved. Existing signature preserved; cancellation forwarded from HttpContext.RequestAborted."
ResearchCategoryTypeController,UnifiedResearchCategoryTypeController,GetByIdAsync,api/catalog/research-category-types/{id:int},GET,Int32 id default= ,Int32 id default= ,Task<ActionResult<ServiceResult<ResearchCategoryTypeDetailDTO>>>,Task<ActionResult<ServiceResult<ResearchCategoryTypeDetailDTO>>>,;,"HttpGetAttribute:HttpMethods=GET,Template={id:int},Order=0,Name=",IResearchCategoryTypeService.GetByIdAsync,IUnifiedResearchCategoryTypeService.GetByIdAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved. Existing signature preserved; cancellation forwarded from HttpContext.RequestAborted."
ResearchCategoryTypeController,UnifiedResearchCategoryTypeController,CreateAsync,api/catalog/research-category-types,POST,ResearchCategoryTypeCreateRequestDTO dto default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()],ResearchCategoryTypeCreateRequestDTO dto default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()],Task<ActionResult<ServiceResult<Int32>>>,Task<ActionResult<ServiceResult<Int32>>>,;,"HttpPostAttribute:HttpMethods=POST,Template=,Order=0,Name=",IResearchCategoryTypeService.CreateAsync,IUnifiedResearchCategoryTypeService.CreateAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved. Existing signature preserved; cancellation forwarded from HttpContext.RequestAborted."
ResearchCategoryTypeController,UnifiedResearchCategoryTypeController,UpdateAsync,api/catalog/research-category-types/{id:int},PUT,Int32 id default= ;ResearchCategoryTypeUpdateRequestDTO dto default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()],Int32 id default= ;ResearchCategoryTypeUpdateRequestDTO dto default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()],Task<ActionResult<ServiceResult<Boolean>>>,Task<ActionResult<ServiceResult<Boolean>>>,;,"HttpPutAttribute:HttpMethods=PUT,Template={id:int},Order=0,Name=",IResearchCategoryTypeService.UpdateAsync,IUnifiedResearchCategoryTypeService.UpdateAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved. Existing signature preserved; cancellation forwarded from HttpContext.RequestAborted."
ResearchCategoryTypeController,UnifiedResearchCategoryTypeController,DeleteAsync,api/catalog/research-category-types/{id:int},DELETE,Int32 id default= ,Int32 id default= ,Task<ActionResult<ServiceResult<Boolean>>>,Task<ActionResult<ServiceResult<Boolean>>>,;,"HttpDeleteAttribute:HttpMethods=DELETE,Template={id:int},Order=0,Name=",IResearchCategoryTypeService.DeleteAsync,IUnifiedResearchCategoryTypeService.DeleteAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved. Existing signature preserved; cancellation forwarded from HttpContext.RequestAborted."
TransactionTypesController,UnifiedTransactionTypesController,List,api/transactiontypes,GET,CancellationToken ct default= ,CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<CatalogListItemDTO>>>>,Task<ActionResult<ServiceResult<IReadOnlyList<CatalogListItemDTO>>>>,"roles=,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=,Order=0,Name=",ICatalogCrudService<TEntity>.ListAsync,IUnifiedCatalogCrudService<TEntity>.ListAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
TransactionTypesController,UnifiedTransactionTypesController,GetById,api/transactiontypes/{id:int},GET,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,"roles=,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template={id:int},Order=0,Name=",ICatalogCrudService<TEntity>.GetByIdAsync,IUnifiedCatalogCrudService<TEntity>.GetByIdAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
TransactionTypesController,UnifiedTransactionTypesController,Create,api/transactiontypes,POST,AddCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,AddCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,"roles=,policy=,schemes=;","HttpPostAttribute:HttpMethods=POST,Template=,Order=0,Name=",ICatalogCrudService<TEntity>.CreateAsync,IUnifiedCatalogCrudService<TEntity>.CreateAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
TransactionTypesController,UnifiedTransactionTypesController,Update,api/transactiontypes/{id:int},PUT,Int32 id default= ;UpdateCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Int32 id default= ;UpdateCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,"roles=,policy=,schemes=;","HttpPutAttribute:HttpMethods=PUT,Template={id:int},Order=0,Name=",ICatalogCrudService<TEntity>.UpdateAsync,IUnifiedCatalogCrudService<TEntity>.UpdateAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
TransactionTypesController,UnifiedTransactionTypesController,Delete,api/transactiontypes/{id:int},DELETE,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<NoContent>>>,Task<ActionResult<ServiceResult<NoContent>>>,"roles=,policy=,schemes=;","HttpDeleteAttribute:HttpMethods=DELETE,Template={id:int},Order=0,Name=",ICatalogCrudService<TEntity>.DeleteAsync,IUnifiedCatalogCrudService<TEntity>.DeleteAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
VisitIssuesController,UnifiedVisitIssuesController,GetById,api/visitissues/{id:int},GET,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<VisitIssueResponseDTO>>>,Task<ActionResult<ServiceResult<VisitIssueResponseDTO>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template={id:int},Order=0,Name=",IVisitIssueService.GetByIdAsync,IUnifiedVisitIssueService.GetByIdAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
VisitIssuesController,UnifiedVisitIssuesController,ListByVisit,api/visitissues/by-visit/{visitId:int},GET,Int32 visitId default= ;CancellationToken ct default= ,Int32 visitId default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<VisitIssueResponseDTO>>>>,Task<ActionResult<ServiceResult<IReadOnlyList<VisitIssueResponseDTO>>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=by-visit/{visitId:int},Order=0,Name=",IVisitIssueService.ListByVisitAsync,IUnifiedVisitIssueService.ListByVisitAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
VisitIssuesController,UnifiedVisitIssuesController,Create,api/visitissues,POST,VisitIssueCreateRequestDTO body default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,VisitIssueCreateRequestDTO body default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<VisitIssueResponseDTO>>>,Task<ActionResult<ServiceResult<VisitIssueResponseDTO>>>,"roles=superadmin,policy=,schemes=;","HttpPostAttribute:HttpMethods=POST,Template=,Order=0,Name=",IVisitIssueService.CreateAsync,IUnifiedVisitIssueService.CreateAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
VisitIssuesController,UnifiedVisitIssuesController,Update,api/visitissues/{id:int},PATCH,Int32 id default= ;VisitIssueUpdateRequestDTO body default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Int32 id default= ;VisitIssueUpdateRequestDTO body default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<VisitIssueResponseDTO>>>,Task<ActionResult<ServiceResult<VisitIssueResponseDTO>>>,"roles=superadmin,policy=,schemes=;","HttpPatchAttribute:HttpMethods=PATCH,Template={id:int},Order=0,Name=",IVisitIssueService.UpdateAsync,IUnifiedVisitIssueService.UpdateAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
VisitIssuesController,UnifiedVisitIssuesController,Delete,api/visitissues/{id:int},DELETE,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<NoContent>>>,Task<ActionResult<ServiceResult<NoContent>>>,"roles=superadmin,policy=,schemes=;","HttpDeleteAttribute:HttpMethods=DELETE,Template={id:int},Order=0,Name=",IVisitIssueService.DeleteAsync,IUnifiedVisitIssueService.DeleteAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
VisitObjectiveActivityProgressesController,UnifiedVisitObjectiveActivityProgressesController,UpsertSingle,api/visitobjectiveactivityprogresses,PUT,UpsertSingleVisitObjectiveActivityProgressRequestDTO body default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,UpsertSingleVisitObjectiveActivityProgressRequestDTO body default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<VisitObjectiveActivityProgressSingleResponseDTO>>>,Task<ActionResult<ServiceResult<VisitObjectiveActivityProgressSingleResponseDTO>>>,"roles=superadmin,policy=,schemes=;","HttpPutAttribute:HttpMethods=PUT,Template=,Order=0,Name=",IVisitObjectiveActivityProgressService.UpsertSingleAsync,IUnifiedVisitObjectiveActivityProgressService.UpsertSingleAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
VisitObjectiveActivityProgressesController,UnifiedVisitObjectiveActivityProgressesController,Delete,api/visitobjectiveactivityprogresses/{id:int},DELETE,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<NoContent>>>,Task<ActionResult<ServiceResult<NoContent>>>,"roles=superadmin,policy=,schemes=;","HttpDeleteAttribute:HttpMethods=DELETE,Template={id:int},Order=0,Name=",IVisitObjectiveActivityProgressService.DeleteAsync,IUnifiedVisitObjectiveActivityProgressService.DeleteAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
VisitsController,UnifiedVisitsController,GetAll,api/visits,GET,CancellationToken ct default= ,CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<VisitListResponseDTO>>>>,Task<ActionResult<ServiceResult<IReadOnlyList<VisitListResponseDTO>>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=,Order=0,Name=",IVisitService.ListAsync,IUnifiedVisitService.ListAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
